wikidata_id,phd_romance,phd_germanic,phd_slavic
Q131656,8.43109100049151,7.838490349611362,8.060974515414246
Q38423,8.220573837903057,8.821328400949428,8.561464472878171
Q211544,7.270130354091055,7.513904869207725,7.151429020595823
Q1899,7.62708332628042,7.827996791833522,7.9741493270749935
Q408801,8.761890139624848,8.900865839710201,8.938024145314708
Q130585,8.667416678660816,9.114766368814536,8.892275969618018
Q10998,8.69757897153248,8.536733244845097,8.240216259166885
Q407350,7.920436833654961,8.54451740113234,7.753477412474272
Q168289,7.765372234912272,7.774196379278323,8.095480270490935
Q82409,8.81338144919982,8.807567809681377,7.9929873136152825
Q850312,9.197308954635856,8.974247311426094,8.30331228623314
Q43653,8.79579582123425,9.515767184112732,9.426222800498836
Q77888,9.359088819917922,9.551854553950879,9.248260359972274
Q827135,7.9797621741108635,7.940024458499041,8.704212384972118
Q15343,8.353509207865855,8.955991959122676,8.777888911046475
Q171969,9.73561066540497,10.165550945470796,9.803704942457628
Q273860,7.848336664900878,8.462975439208838,7.45715316206462
Q1948,8.723973788095307,9.323584015989034,8.395916040935507
Q11081,7.937620026826373,8.600675184251756,8.818969051490127
Q14060,7.547852622372436,8.515931959006812,8.483798000004162
Q11007,8.349780747432378,9.462850319733878,9.263443695688679
Q25438,8.574911696237006,8.802803990141259,8.59533497200405
